Fighter,Date,Event,Class,Opponent,Method,Length,Result
Charles Oliveira,12/15/2018,UFC Fight Night: Lee vs. Iaquinta,Lightweight,Jim Miller,Submission,"R1, 1:15",Win
Charles Oliveira,9/22/2018,UFC Fight Night: Marreta vs. Anders,Lightweight,Christos Giagos,Submission,"R2, 3:22",Win
Charles Oliveira,6/9/2018,UFC 225: Whittaker vs. Romero 2,Lightweight,Clay Guida,Submission,"R1, 2:18",Win
Charles Oliveira,12/2/2017,UFC 218: Holloway vs. Aldo 2,Lightweight,Paul Felder,KO/TKO,"R2, 4:06",Loss
Charles Oliveira,4/8/2017,UFC 210: Cormier vs. Johnson 2,Lightweight,Will Brooks,Submission,"R1, 2:30",Win
Charles Oliveira,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Featherweight,Ricardo Lamas,Submission,"R2, 2:13",Loss
Charles Oliveira,8/27/2016,UFC Fight Night: Maia vs. Condit,Featherweight,Anthony Pettis,Submission,"R3, 1:49",Loss
Charles Oliveira,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Featherweight,Myles Jury,Submission,"R1, 3:05",Win
Charles Oliveira,8/23/2015,UFC Fight Night: Holloway vs Oliveira,Featherweight,Max Holloway,KO/TKO,"R1, 1:39",Loss
Charles Oliveira,5/30/2015,UFC Fight Night: Condit vs Alves,Featherweight,Nik Lentz,Submission,"R3, 1:10",Win
Charles Oliveira,12/12/2014,The Ultimate Fighter 20 Finale,Featherweight,Jeremy Stephens,Decision - Unanimous,R3,Win
Charles Oliveira,6/28/2014,UFC Fight Night 43: Te Huna vs. Marquardt,Featherweight,Hatsu Hioki,Submission,"R2, 4:32",Win
Charles Oliveira,2/15/2014,UFC Fight Night 36: Machida vs. Mousasi,Featherweight,Andy Ogle,Submission,"R3, 2:40",Win
Charles Oliveira,7/6/2013,UFC 162: Silva vs. Weidman,Featherweight,Frankie Edgar,Decision - Unanimous,R3,Loss
Charles Oliveira,9/22/2012,UFC 152: Jones vs. Belfort,Featherweight,Cub Swanson,KO/TKO,"R1, 2:40",Loss
Charles Oliveira,6/1/2012,UFC - TUF 15 Finale,Featherweight,Jonathan Brookins,Submission,"R2, 2:42",Win
Charles Oliveira,1/28/2012,UFC on Fox 2,Featherweight,Eric Wisely,Submission,"R1, 1:43",Win
Charles Oliveira,8/14/2011,UFC on Versus 5,Lightweight,Donald Cerrone,KO/TKO,"R1, 3:01",Loss
Charles Oliveira,6/26/2011,UFC on Versus 4,Lightweight,Nik Lentz,Overturned,"R2, 1:48",Draw
Charles Oliveira,12/11/2010,UFC 124: St. Pierre vs. Koscheck 2,Lightweight,Jim Miller,Submission,"R1, 1:59",Loss
Charles Oliveira,9/15/2010,UFC Fight Night 22,Lightweight,Efrain Escudero,Submission,"R3, 2:25",Win
Charles Oliveira,8/1/2010,UFC on Versus 2,Lightweight,Darren Elkins,Submission,"R1, 0:41",Win
Dennis Siver,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Featherweight,BJ Penn,Decision - Majority,R3,Win
Dennis Siver,6/20/2015,UFC Fight Night: Jedrzejczyk vs Penne,Featherweight,Tatsuya Kawajiri,Decision - Unanimous,R3,Loss
Dennis Siver,1/18/2015,UFC Fight Night: McGregor vs Siver,Featherweight,Conor McGregor,KO/TKO,"R2, 1:54",Loss
Dennis Siver,10/4/2014,UFC Fight Night: Nelson vs Story,Featherweight,Charles Rosa,Decision - Unanimous,R3,Win
Dennis Siver,12/28/2013,UFC 168: Weidman vs. Silva 2,Featherweight,Manvel Gamburyan,Decision - Unanimous,R3,Win
Dennis Siver,7/6/2013,UFC 162: Silva vs. Weidman,Featherweight,Cub Swanson,KO/TKO,"R3, 2:24",Loss
Dennis Siver,12/8/2012,UFC on Fox 5,Featherweight,Nam Phan,Decision - Unanimous,R3,Win
Dennis Siver,4/14/2012,UFC on FUEL TV 2,Featherweight,Diego Nunes,Decision - Unanimous,R3,Win
Dennis Siver,10/29/2011,UFC 137: Penn vs. Diaz,Lightweight,Donald Cerrone,Submission,"R1, 2:22",Loss
Dennis Siver,7/2/2011,UFC 132: Cruz vs. Faber,Lightweight,Matt Wiman,Decision - Unanimous,R3,Win
Dennis Siver,2/26/2011,UFC 127: Penn vs. Fitch,Lightweight,George Sotiropoulos,Decision - Unanimous,R3,Win
Dennis Siver,11/13/2010,UFC 122: Marquardt vs. Okami,Lightweight,Andre Winner,Submission,"R1, 3:37",Win
Dennis Siver,6/19/2010,UFC - TUF 11 Finale,Lightweight,Spencer Fisher,Decision - Unanimous,R3,Win
Dennis Siver,3/31/2010,UFC Fight Night 21,Lightweight,Ross Pearson,Decision - Unanimous,R3,Loss
Dennis Siver,11/14/2009,UFC 105: Couture vs. Vera,Lightweight,Paul Kelly,KO/TKO,"R2, 2:53",Win
Dennis Siver,6/13/2009,UFC 99: The Comeback,Lightweight,Dale Hartt,Submission,"R1, 3:23",Win
Dennis Siver,1/17/2009,UFC 93: Franklin vs. Henderson,Lightweight,Nate Mohr,KO/TKO,"R3, 3:45",Win
Dennis Siver,7/5/2008,UFC 86: Jackson vs. Griffin,Lightweight,Melvin Guillard,KO/TKO,"R1, 0:36",Loss
Dennis Siver,1/23/2008,UFC Fight Night 12,Lightweight,Gray Maynard,Decision - Unanimous,R3,Loss
Dennis Siver,9/8/2007,UFC 75: Champion vs. Champion,Lightweight,Naoyuki Kotani,KO/TKO,"R2, 2:04",Win
Dennis Siver,4/21/2007,UFC 70: Nations Collide,Welterweight,Jess Liaudin,Submission,"R1, 1:21",Loss
Georges St-Pierre,11/4/2017,UFC 217: Bisping vs. St-Pierre,Middleweight,Michael Bisping,Submission,"R3, 4:23",Title Win
Georges St-Pierre,11/16/2013,UFC 167: St-Pierre vs. Hendricks,Welterweight,Johny Hendricks,Decision - Split,R5,Title Win
Georges St-Pierre,3/16/2013,UFC 158: St-Pierre vs. Diaz,Welterweight,Nick Diaz,Decision - Unanimous,R5,Title Win
Georges St-Pierre,11/17/2012,UFC 154: St-Pierre vs. Condit,Welterweight,Carlos Condit,Decision - Unanimous,R5,Title Win
Georges St-Pierre,4/30/2011,UFC 129: St-Pierre vs. Shields,Welterweight,Jake Shields,Decision - Unanimous,R5,Title Win
Georges St-Pierre,12/11/2010,UFC 124: St. Pierre vs. Koscheck 2,Welterweight,Josh Koscheck,Decision - Unanimous,R5,Title Win
Georges St-Pierre,3/27/2010,UFC 111: St. Pierre vs. Hardy,Welterweight,Dan Hardy,Decision - Unanimous,R5,Title Win
Georges St-Pierre,7/11/2009,UFC 100,Welterweight,Thiago Alves,Decision - Unanimous,R5,Title Win
Georges St-Pierre,1/31/2009,UFC 94: St. Pierre vs. Penn 2,Welterweight,BJ Penn,KO/TKO,"R4, 5:00",Title Win
Georges St-Pierre,8/9/2008,UFC 87: Seek And Destroy,Welterweight,Jon Fitch,Decision - Unanimous,R5,Title Win
Georges St-Pierre,4/19/2008,UFC 83: Serra vs. St-Pierre 2,Welterweight,Matt Serra,KO/TKO,"R2, 4:45",Title Win
Georges St-Pierre,12/29/2007,UFC 79: Nemesis,Welterweight,Matt Hughes,Submission,"R2, 4:54",Title Win
Georges St-Pierre,8/25/2007,UFC 74: Respect,Welterweight,Josh Koscheck,Decision - Unanimous,R3,Win
Georges St-Pierre,4/7/2007,UFC 69: Shootout,Welterweight,Matt Serra,KO/TKO,"R1, 3:25",Title Loss
Georges St-Pierre,11/18/2006,UFC 65: Bad Intentions,Welterweight,Matt Hughes,KO/TKO,"R2, 1:25",Title Win
Georges St-Pierre,3/4/2006,UFC 58: USA vs. Canada,Welterweight,BJ Penn,Decision - Split,R3,Win
Georges St-Pierre,11/19/2005,UFC 56: Full Force,Welterweight,Sean Sherk,KO/TKO,"R2, 2:53",Win
Georges St-Pierre,8/20/2005,UFC 54: Boiling Point,Welterweight,Frank Trigg,Submission,"R1, 4:09",Win
Georges St-Pierre,4/16/2005,UFC 52: Couture vs Liddell 2,Welterweight,Jason Miller,Decision - Unanimous,R3,Win
Georges St-Pierre,10/22/2004,UFC 50: The War Of '04,Welterweight,Matt Hughes,Submission,"R1, 4:59",Title Loss
Georges St-Pierre,6/19/2004,UFC 48: Payback,Welterweight,Jay Hieron,KO/TKO,"R1, 1:42",Win
Georges St-Pierre,1/31/2004,UFC 46: Supernatural,Welterweight,Karo Parisyan,Decision - Unanimous,R3,Win
Jake Ellenberger,8/25/2018,UFC Fight Night: Gaethje vs. Vick,Welterweight,Bryan Barberena,KO/TKO,"R1, 2:26",Loss
Jake Ellenberger,6/1/2018,UFC Fight Night: Rivera vs. Moraes,Welterweight,Ben Saunders,KO/TKO,"R1, 1:56",Loss
Jake Ellenberger,4/22/2017,UFC Fight Night: Swanson vs. Lobov,Welterweight,Mike Perry,KO/TKO,"R2, 1:05",Loss
Jake Ellenberger,12/3/2016,The Ultimate Fighter 24 Finale,Welterweight,Jorge Masvidal,KO/TKO,"R1, 4:05",Loss
Jake Ellenberger,7/30/2016,UFC 201: Lawler vs. Woodley,Welterweight,Matt Brown,KO/TKO,"R1, 1:46",Win
Jake Ellenberger,1/30/2016,UFC Fight Night: Johnson vs. Bader,Welterweight,Tarec Saffiedine,Decision - Unanimous,R3,Loss
Jake Ellenberger,7/12/2015,The Ultimate Fighter 21 Finale,Welterweight,Stephen Thompson,KO/TKO,"R1, 4:29",Loss
Jake Ellenberger,2/28/2015,UFC 184: Rousey vs Zingano,Welterweight,Josh Koscheck,Submission,"R2, 4:20",Win
Jake Ellenberger,11/15/2014,UFC 180: Werdum vs Hunt,Welterweight,Kelvin Gastelum,Submission,"R1, 4:46",Loss
Jake Ellenberger,5/24/2014,UFC 173: Barao vs. Dillashaw,Welterweight,Robbie Lawler,KO/TKO,"R3, 3:06",Loss
Jake Ellenberger,7/27/2013,UFC on Fox 8,Welterweight,Rory MacDonald,Decision - Unanimous,R3,Loss
Jake Ellenberger,3/16/2013,UFC 158: St-Pierre vs. Diaz,Welterweight,Nate Marquardt,KO/TKO,"R1, 3:00",Win
Jake Ellenberger,10/5/2012,UFC on FX 5,Welterweight,Jay Hieron,Decision - Unanimous,R3,Win
Jake Ellenberger,6/1/2012,UFC - TUF 15 Finale,Welterweight,Martin Kampmann,KO/TKO,"R2, 1:40",Loss
Jake Ellenberger,2/15/2012,UFC on FUEL TV 1,Welterweight,Diego Sanchez,Decision - Unanimous,R3,Win
Jake Ellenberger,9/17/2011,UFC Fight Night 25,Welterweight,Jake Shields,KO/TKO,"R1, 0:53",Win
Jake Ellenberger,4/30/2011,UFC 129: St-Pierre vs. Shields,Welterweight,Sean Pierson,KO/TKO,"R1, 2:42",Win
Jake Ellenberger,2/5/2011,UFC 126: Silva vs. Belfort,Welterweight,Carlos Eduardo Rocha,Decision - Split,R3,Win
Jake Ellenberger,8/1/2010,UFC on Versus 2,Welterweight,John Howard,TKO - Doctor's Stoppage,"R3, 2:21",Win
Jake Ellenberger,1/2/2010,UFC 108: Evans vs. Silva,Welterweight,Mike Pyle,KO/TKO,"R2, 0:22",Win
Jake Ellenberger,9/16/2009,UFC Fight Night 19,Welterweight,Carlos Condit,Decision - Split,R3,Loss
Johny Hendricks,11/4/2017,UFC 217: Bisping vs. St-Pierre,Middleweight,Paulo Costa,KO/TKO,"R2, 1:23",Loss
Johny Hendricks,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Middleweight,Tim Boetsch,KO/TKO,"R2, 0:46",Loss
Johny Hendricks,2/19/2017,UFC Fight Night: Lewis vs. Browne,Middleweight,Hector Lombard,Decision - Unanimous,R3,Win
Johny Hendricks,12/30/2016,UFC 207: Nunes vs. Rousey,Welterweight,Neil Magny,Decision - Unanimous,R3,Loss
Johny Hendricks,7/9/2016,UFC 200: Tate vs Nunes,Welterweight,Kelvin Gastelum,Decision - Unanimous,R3,Loss
Johny Hendricks,2/6/2016,UFC Fight Night: Hendricks vs Thompson,Welterweight,Stephen Thompson,KO/TKO,"R1, 3:31",Loss
Johny Hendricks,3/14/2015,UFC 185: Pettis vs Dos Anjos,Welterweight,Matt Brown,Decision - Unanimous,R3,Win
Johny Hendricks,12/6/2014,UFC 181: Hendricks vs Lawler II,Welterweight,Robbie Lawler,Decision - Split,R5,Title Loss
Johny Hendricks,3/15/2014,UFC 171: Hendricks vs. Lawler,Welterweight,Robbie Lawler,Decision - Unanimous,R5,Title Win
Johny Hendricks,11/16/2013,UFC 167: St-Pierre vs. Hendricks,Welterweight,Georges St-Pierre,Decision - Split,R5,Title Loss
Johny Hendricks,3/16/2013,UFC 158: St-Pierre vs. Diaz,Welterweight,Carlos Condit,Decision - Unanimous,R3,Win
Johny Hendricks,11/17/2012,UFC 154: St-Pierre vs. Condit,Welterweight,Martin Kampmann,KO/TKO,"R1, 0:46",Win
Johny Hendricks,5/5/2012,UFC on Fox 3,Welterweight,Josh Koscheck,Decision - Split,R3,Win
Johny Hendricks,12/30/2011,UFC 141: Lesnar vs. Overeem,Welterweight,Jon Fitch,KO/TKO,"R1, 0:12",Win
Johny Hendricks,8/6/2011,UFC 133: Evans vs. Ortiz 2,Welterweight,Mike Pierce,Decision - Split,R3,Win
Johny Hendricks,3/26/2011,UFC Fight Night 24,Welterweight,TJ Waldburger,KO/TKO,"R1, 1:35",Win
Johny Hendricks,12/4/2010,UFC - TUF 12 Finale,Welterweight,Rick Story,Decision - Unanimous,R3,Loss
Johny Hendricks,8/7/2010,UFC 117: Silva vs. Sonnen,Welterweight,Charlie Brenneman,KO/TKO,"R2, 0:40",Win
Johny Hendricks,5/8/2010,UFC 113: Machida vs. Shogun 2,Welterweight,TJ Grant,Decision - Majority,R3,Win
Johny Hendricks,12/12/2009,UFC 107: Penn vs. Sanchez,Welterweight,Ricardo Funch,Decision - Unanimous,R3,Win
Johny Hendricks,8/8/2009,UFC 101: Declaration,Welterweight,Amir Sadollah,KO/TKO,"R1, 0:29",Win
Ed Herman,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Light Heavyweight,Gian Villante,Decision - Split,R3,Loss
Ed Herman,7/7/2017,The Ultimate Fighter 25 Finale,Light Heavyweight,CB Dollaway,Decision - Unanimous,R3,Loss
Ed Herman,7/30/2016,UFC 201: Lawler vs. Woodley,Light Heavyweight,Nikita Krylov,KO/TKO,"R2, 0:40",Loss
Ed Herman,1/17/2016,UFC Fight Night: Dillashaw vs Cruz,Light Heavyweight,Tim Boetsch,KO/TKO,"R2, 1:39",Win
Ed Herman,1/31/2015,UFC 183: Silva vs Diaz,Middleweight,Derek Brunson,KO/TKO,"R1, 0:36",Loss
Ed Herman,5/10/2014,UFC Fight Night 40: Brown vs. Silva,Middleweight,Rafael Natal,Decision - Unanimous,R3,Win
Ed Herman,11/16/2013,UFC 167: St-Pierre vs. Hendricks,Middleweight,Thales Leites,Decision - Unanimous,R3,Loss
Ed Herman,7/27/2013,UFC on Fox 8,Middleweight,Trevor Smith,Decision - Split,R3,Win
Ed Herman,8/11/2012,UFC 150: Henderson vs. Edgar 2,Middleweight,Jake Shields,Overturned,R3,Draw
Ed Herman,2/4/2012,UFC 143: Diaz vs. Condit,Middleweight,Clifford Starks,Submission,"R2, 1:43",Win
Ed Herman,8/14/2011,UFC on Versus 5,Middleweight,Kyle Noke,Submission,"R1, 4:15",Win
Ed Herman,6/4/2011,UFC - TUF 13 Finale,Middleweight,Tim Credeur,KO/TKO,"R1, 0:48",Win
Ed Herman,8/29/2009,UFC 102: Couture vs. Nogueira,Middleweight,Aaron Simpson,KO/TKO,"R2, 0:17",Loss
Ed Herman,4/18/2009,UFC 97: Redemption,Middleweight,David Loiseau,Decision - Unanimous,R3,Win
Ed Herman,9/17/2008,UFC Fight Night 15,Middleweight,Alan Belcher,Decision - Split,R3,Loss
Ed Herman,4/19/2008,UFC 83: Serra vs. St-Pierre 2,Middleweight,Demian Maia,Submission,"R2, 2:27",Loss
Ed Herman,11/17/2007,UFC 78: Validation,Middleweight,Joe Doerksen,KO/TKO,"R3, 0:39",Win
Ed Herman,6/16/2007,UFC 72: Victory,Middleweight,Scott Smith,Submission,"R2, 2:25",Win
Ed Herman,1/25/2007,UFC Fight Night 8,Middleweight,Chris Price,Submission,"R1, 2:58",Win
Ed Herman,10/10/2006,UFC Fight Night - The Final Chapter,Middleweight,Jason MacDonald,Submission,"R1, 2:43",Loss
Ed Herman,6/24/2006,UFC - TUF 3 Finale,Middleweight,Kendall Grove,Decision - Unanimous,R3,Title Loss
Michael Johnson,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Featherweight,Artem Lobov,Decision - Unanimous,R3,Win
Michael Johnson,8/25/2018,UFC Fight Night: Gaethje vs. Vick,Featherweight,Andre Fili,Decision - Split,R3,Win
Michael Johnson,1/14/2018,UFC Fight Night: Stephens vs. Choi,Featherweight,Darren Elkins,Submission,"R2, 2:22",Loss
Michael Johnson,7/7/2017,The Ultimate Fighter 25 Finale,Lightweight,Justin Gaethje,KO/TKO,"R2, 4:48",Loss
Michael Johnson,11/12/2016,UFC 205: Alvarez vs McGregor,Lightweight,Khabib Nurmagomedov,Submission,"R3, 2:31",Loss
Michael Johnson,9/17/2016,UFC Fight Night: Poirier vs. Johnson,Lightweight,Dustin Poirier,KO/TKO,"R1, 1:35",Win
Michael Johnson,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Lightweight,Nate Diaz,Decision - Unanimous,R3,Loss
Michael Johnson,8/8/2015,UFC Fight Night: Teixeira vs Saint Preux,Lightweight,Beneil Dariush,Decision - Split,R3,Loss
Michael Johnson,2/22/2015,UFC Fight Night: Bigfoot vs Mir,Lightweight,Edson Barboza,Decision - Unanimous,R3,Win
Michael Johnson,3/8/2014,UFC Fight Night 37: Gustafsson vs. Manuwa,Lightweight,Melvin Guillard,Decision - Unanimous,R3,Win
Michael Johnson,12/28/2013,UFC 168: Weidman vs. Silva 2,Lightweight,Gleison Tibau,KO/TKO,"R2, 1:32",Win
Michael Johnson,8/17/2013,UFC Fight Night 26: Shogun vs. Sonnen,Lightweight,Joe Lauzon,Decision - Unanimous,R3,Win
Michael Johnson,4/6/2013,UFC on FUEL TV 9,Lightweight,Reza Madadi,Submission,"R3, 1:33",Loss
Michael Johnson,12/29/2012,UFC 155: Dos Santos vs. Velasquez 2,Lightweight,Myles Jury,Decision - Unanimous,R3,Loss
Michael Johnson,10/5/2012,UFC on FX 5,Lightweight,Danny Castillo,KO/TKO,"R2, 1:06",Win
Michael Johnson,5/5/2012,UFC on Fox 3,Lightweight,Tony Ferguson,Decision - Unanimous,R3,Win
Michael Johnson,1/28/2012,UFC on Fox 2,Lightweight,Shane Roller,Decision - Unanimous,R3,Win
Michael Johnson,10/1/2011,UFC on Versus 6,Lightweight,Paul Sass,Submission,"R1, 3:00",Loss
Michael Johnson,6/26/2011,UFC on Versus 4,Lightweight,Edward Faaloloto,KO/TKO,"R1, 4:42",Win
Michael Johnson,12/4/2010,UFC - TUF 12 Finale,Lightweight,Jonathan Brookins,Decision - Unanimous,R3,Title Loss
Thales Leites,9/22/2018,UFC Fight Night: Marreta vs. Anders,Middleweight,Hector Lombard,Decision - Unanimous,R3,Win
Thales Leites,5/12/2018,UFC 224: Nunes vs. Pennington,Middleweight,Jack Hermansson,KO/TKO,"R3, 2:10",Loss
Thales Leites,10/7/2017,UFC 216: Ferguson vs. Lee,Middleweight,Brad Tavares,Decision - Unanimous,R3,Loss
Thales Leites,4/22/2017,UFC Fight Night: Swanson vs. Lobov,Middleweight,Sam Alvey,Decision - Unanimous,R3,Win
Thales Leites,11/19/2016,UFC Fight Night: Bader vs. Nogueira,Middleweight,Krzysztof Jotko,Decision - Unanimous,R3,Loss
Thales Leites,8/6/2016,UFC Fight Night: Rodriguez vs. Caceres,Middleweight,Chris Camozzi,Submission,"R3, 2:58",Win
Thales Leites,2/27/2016,UFC Fight Night: Silva vs Bisping,Middleweight,Gegard Mousasi,Decision - Unanimous,R3,Loss
Thales Leites,7/18/2015,UFC Fight Night: Bisping vs Leites,Middleweight,Michael Bisping,Decision - Split,R5,Loss
Thales Leites,1/31/2015,UFC 183: Silva vs Diaz,Middleweight,Tim Boetsch,Submission,"R2, 3:45",Win
Thales Leites,8/23/2014,UFC Fight Night 49: Henderson vs. Dos Anjos,Middleweight,Francis Carmont,KO/TKO,"R2, 0:20",Win
Thales Leites,4/11/2014,UFC Fight Night 39: Minotauro vs. Nelson,Middleweight,Trevor Smith,KO/TKO,,Win
Thales Leites,11/16/2013,UFC 167: St-Pierre vs. Hendricks,Middleweight,Ed Herman,Decision - Unanimous,R3,Win
Thales Leites,8/3/2013,UFC 163: Aldo vs. Jung,Middleweight,Tom Watson,Decision - Unanimous,R3,Win
Thales Leites,8/8/2009,UFC 101: Declaration,Middleweight,Alessio Sakara,Decision - Split,R3,Loss
Thales Leites,4/18/2009,UFC 97: Redemption,Middleweight,Anderson Silva,Decision - Unanimous,R5,Title Loss
Thales Leites,10/25/2008,UFC 90: Silva vs. Cote,Middleweight,Drew McFedries,Submission,"R1, 1:18",Win
Thales Leites,6/7/2008,UFC 85: Bedlam,Middleweight,Nate Marquardt,Decision - Split,R3,Win
Thales Leites,8/25/2007,UFC 74: Respect,Middleweight,Ryan Jensen,Submission,"R1, 3:47",Win
Thales Leites,6/23/2007,UFC - TUF 5 Finale,Middleweight,Floyd Sword,Submission,"R1, 3:50",Win
Thales Leites,4/7/2007,UFC 69: Shootout,Middleweight,Pete Sell,Decision - Unanimous,R3,Win
Thales Leites,11/11/2006,UFC - TUF 4 Finale,Middleweight,Martin Kampmann,Decision - Unanimous,R3,Loss
Neil Magny,11/17/2018,UFC Fight Night: Magny vs. Ponzinibbio,Welterweight,Santiago Ponzinibbio,KO/TKO,"R4, 2:36",Loss
Neil Magny,5/27/2018,UFC Fight Night: Thompson vs. Till,Welterweight,Craig White,KO/TKO,"R1, 4:32",Win
Neil Magny,12/30/2017,UFC 219: Cyborg vs. Holm,Welterweight,Carlos Condit,Decision - Unanimous,R3,Win
Neil Magny,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Welterweight,Rafael Dos Anjos,Submission,"R1, 3:43",Loss
Neil Magny,12/30/2016,UFC 207: Nunes vs. Rousey,Welterweight,Johny Hendricks,Decision - Unanimous,R3,Win
Neil Magny,8/20/2016,UFC 202: Diaz vs. McGregor 2,Welterweight,Lorenz Larkin,KO/TKO,"R1, 4:08",Loss
Neil Magny,3/19/2016,UFC Fight Night: Hunt vs Mir,Welterweight,Hector Lombard,KO/TKO,"R3, 0:46",Win
Neil Magny,11/21/2015,UFC Fight Night 78: Magny vs Gastelum,Welterweight,Kelvin Gastelum,Decision - Split,R5,Win
Neil Magny,8/23/2015,UFC Fight Night: Holloway vs Oliveira,Welterweight,Erick Silva,Decision - Unanimous,R3,Win
Neil Magny,8/1/2015,UFC 190: Rousey vs Correia,Welterweight,Demian Maia,Submission,"R2, 2:52",Loss
Neil Magny,5/16/2015,UFC Fight Night: Edgar vs Faber,Welterweight,Hyun Gyu Lim,KO/TKO,"R2, 1:24",Win
Neil Magny,2/14/2015,UFC Fight Night: Henderson vs Thatch,Welterweight,Kiichi Kunimoto,Submission,"R3, 1:22",Win
Neil Magny,10/25/2014,UFC 179: Aldo vs Mendes 2,Welterweight,William Patolino,KO/TKO,"R3, 2:40",Win
Neil Magny,8/23/2014,UFC Fight Night 49: Henderson vs. Dos Anjos,Welterweight,Alex Garcia,Decision - Unanimous,R3,Win
Neil Magny,6/28/2014,UFC Fight Night 43: Te Huna vs. Marquardt,Welterweight,Rodrigo de Lima,KO/TKO,"R2, 2:32",Win
Neil Magny,5/10/2014,UFC Fight Night 40: Brown vs. Silva,Welterweight,Tim Means,Decision - Unanimous,R3,Win
Neil Magny,2/1/2014,UFC 169: Barao vs. Faber 2,Welterweight,Gasan Umalatov,Decision - Unanimous,R3,Win
Neil Magny,11/6/2013,UFC Fight Night 31: Fight for the Troops 3,Welterweight,Seth Baczynski,Decision - Unanimous,R3,Loss
Neil Magny,8/3/2013,UFC 163: Aldo vs. Jung,Welterweight,Sergio Moraes,Submission,"R1, 3:13",Loss
Neil Magny,2/23/2013,UFC 157: Rousey vs. Carmouche,Welterweight,Jon Manley,Decision - Unanimous,R3,Win
Dustin Poirier,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Lightweight,Eddie Alvarez,KO/TKO,"R2, 4:05",Win
Dustin Poirier,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Lightweight,Justin Gaethje,KO/TKO,"R4, 0:33",Win
Dustin Poirier,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Lightweight,Anthony Pettis,KO/TKO,"R3, 2:08",Win
Dustin Poirier,5/13/2017,UFC 211: Miocic vs. Dos Santos,Lightweight,Eddie Alvarez,Could Not Continue,"R2, 4:12",Draw
Dustin Poirier,2/11/2017,UFC 208: Holm vs. De Randamie,Lightweight,Jim Miller,Decision - Majority,R3,Win
Dustin Poirier,9/17/2016,UFC Fight Night: Poirier vs. Johnson,Lightweight,Michael Johnson,KO/TKO,"R1, 1:35",Loss
Dustin Poirier,6/4/2016,UFC 199: Rockhold vs. Bisping 2,Lightweight,Bobby Green,KO/TKO,"R1, 2:53",Win
Dustin Poirier,1/2/2016,UFC 195: Lawler vs Condit,Lightweight,Joe Duffy,Decision - Unanimous,R3,Win
Dustin Poirier,6/6/2015,UFC Fight Night: Boetsch vs Henderson,Lightweight,Yancy Medeiros,KO/TKO,"R1, 2:38",Win
Dustin Poirier,4/4/2015,UFC Fight Night: Mendes vs Lamas,Lightweight,Diego Ferreira,KO/TKO,"R1, 3:45",Win
Dustin Poirier,9/27/2014,UFC 178: Johnson vs Cariaso,Featherweight,Conor McGregor,KO/TKO,"R1, 1:46",Loss
Dustin Poirier,4/16/2014,UFC - TUF Nations: Canada vs. Australia Finale,Featherweight,Akira Corassani,KO/TKO,"R2, 0:42",Win
Dustin Poirier,12/28/2013,UFC 168: Weidman vs. Silva 2,Featherweight,Diego Brandao,KO/TKO,"R1, 4:54",Win
Dustin Poirier,8/31/2013,UFC 164: Henderson vs. Pettis 2,Featherweight,Erik Koch,Decision - Unanimous,R3,Win
Dustin Poirier,2/16/2013,UFC on FUEL TV 7,Featherweight,Cub Swanson,Decision - Unanimous,R3,Loss
Dustin Poirier,12/15/2012,UFC - TUF 16 Finale,Featherweight,Jonathan Brookins,Submission,"R1, 4:15",Win
Dustin Poirier,5/15/2012,UFC on FUEL TV 3,Featherweight,Chan Sung Jung,Submission,"R4, 1:07",Loss
Dustin Poirier,2/4/2012,UFC 143: Diaz vs. Condit,Featherweight,Max Holloway,Submission,"R1, 3:23",Win
Dustin Poirier,11/12/2011,UFC on Fox 1,Featherweight,Pablo Garza,Submission,"R2, 1:32",Win
Dustin Poirier,6/11/2011,UFC 131: Dos Santos vs. Carwin,Featherweight,Jason Young,Decision - Unanimous,R3,Win
Dustin Poirier,1/1/2011,UFC 125: Resolution,Featherweight,Josh Grispi,Decision - Unanimous,R3,Win
Mauricio Rua,12/1/2018,UFC Fight Night: Dos Santos vs. Tuivasa,Light Heavyweight,Tyson Pedro,KO/TKO,"R3, 0:43",Win
Mauricio Rua,7/22/2018,UFC Fight Night: Shogun vs. Smith,Light Heavyweight,Anthony Smith,KO/TKO,"R1, 1:29",Loss
Mauricio Rua,3/11/2017,UFC Fight Night: Belfort vs. Gastelum,Light Heavyweight,Gian Villante,KO/TKO,"R3, 0:59",Win
Mauricio Rua,5/14/2016,UFC 198: Werdum vs Miocic,Light Heavyweight,Corey Anderson,Decision - Split,R3,Win
Mauricio Rua,8/1/2015,UFC 190: Rousey vs Correia,Light Heavyweight,Rogerio Nogueira,Decision - Unanimous,R3,Win
Mauricio Rua,11/8/2014,UFC Fight Night 56: Shogun vs Saint Preux,Light Heavyweight,Ovince Saint Preux,KO/TKO,"R1, 0:34",Loss
