Fighter,Date,Event,Class,Opponent,Method,Length,Result
Drew Dober,8/25/2018,UFC Fight Night: Gaethje vs. Vick,Lightweight,Jon Tuck,Decision - Unanimous,R3,Win
Drew Dober,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Welterweight,Frank Camacho,Decision - Unanimous,R3,Win
Drew Dober,7/29/2017,UFC 214: Cormier vs. Jones 2,Lightweight,Joshua Burkman,KO/TKO,"R1, 3:04",Win
Drew Dober,12/10/2016,UFC 206: Holloway vs. Pettis,Lightweight,Olivier Aubin-Mercier,Submission,"R2, 2:57",Loss
Drew Dober,9/10/2016,UFC 203: Miocic vs. Overeem,Lightweight,Jason Gonzalez,KO/TKO,"R1, 1:45",Win
Drew Dober,1/2/2016,UFC 195: Lawler vs Condit,Lightweight,Scott Holtzman,Decision - Unanimous,R3,Win
Drew Dober,6/13/2015,UFC 188: Velasquez vs Werdum,Lightweight,Efrain Escudero,Submission,"R1, 0:54",Loss
Drew Dober,3/21/2015,UFC Fight Night: Maia vs LaFlare,Lightweight,Leandro Silva,Overturned,"R2, 2:45",Draw
Drew Dober,12/13/2014,UFC Fight Night: Dos Santos vs Miocic,Lightweight,Jamie Varner,Submission,"R1, 1:52",Win
Drew Dober,5/31/2014,UFC Fight Night 41: Munoz vs. Mousasi,Lightweight,Nick Hein,Decision - Unanimous,R3,Loss
Drew Dober,11/30/2013,UFC - TUF 18 Finale,Welterweight,Sean Spencer,Decision - Unanimous,R3,Loss
Jessica Eye,12/8/2018,UFC 231: Holloway vs. Ortega,Women's Flyweight,Katlyn Chookagian,Decision - Split,R3,Win
Jessica Eye,6/23/2018,UFC Fight Night: Cowboy vs. Edwards,Women's Flyweight,Jessica-Rose Clark,Decision - Unanimous,R3,Win
Jessica Eye,1/14/2018,UFC Fight Night: Stephens vs. Choi,Women's Flyweight,Kalindra Faria,Decision - Split,R3,Win
Jessica Eye,9/10/2016,UFC 203: Miocic vs. Overeem,Women's Bantamweight,Bethe Correia,Decision - Split,R3,Loss
Jessica Eye,5/29/2016,UFC Fight Night: Almeida vs Garbrandt,Women's Bantamweight,Sara McMann,Decision - Unanimous,R3,Loss
Jessica Eye,10/3/2015,UFC 192: Cormier vs Gustafsson,Women's Bantamweight,Julianna Pena,Decision - Unanimous,R3,Loss
Jessica Eye,7/25/2015,UFC on FOX: Dillashaw vs. Barao II,Women's Bantamweight,Miesha Tate,Decision - Unanimous,R3,Loss
Jessica Eye,11/15/2014,UFC 180: Werdum vs Hunt,Women's Bantamweight,Leslie Smith,TKO - Doctor's Stoppage,"R2, 1:30",Win
Jessica Eye,2/22/2014,UFC 170: Rousey vs. McMann,Women's Bantamweight,Alexis Davis,Decision - Split,R3,Loss
Jessica Eye,10/19/2013,UFC 166: Velasquez vs. Dos Santos 3,Women's Bantamweight,Sarah Kaufman,Overturned,R3,Draw
Alex Garcia,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Welterweight,Court McGee,Decision - Unanimous,R3,Loss
Alex Garcia,4/21/2018,UFC Fight Night: Barboza vs. Lee,Welterweight,Ryan LaFlare,Decision - Unanimous,R3,Loss
Alex Garcia,11/25/2017,UFC Fight Night: Bisping vs. Gastelum,Welterweight,Muslim Salikhov,Submission,"R2, 3:22",Win
Alex Garcia,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Welterweight,Tim Means,Decision - Unanimous,R3,Loss
Alex Garcia,12/30/2016,UFC 207: Nunes vs. Rousey,Welterweight,Mike Pyle,KO/TKO,"R1, 3:34",Win
Alex Garcia,2/21/2016,UFC Fight Night: Cowboy vs Cowboy,Welterweight,Sean Strickland,KO/TKO,"R3, 4:25",Loss
Alex Garcia,7/11/2015,UFC 189: Mendes vs McGregor,Welterweight,Mike Swick,Decision - Unanimous,R3,Win
Alex Garcia,8/23/2014,UFC Fight Night 49: Henderson vs. Dos Anjos,Welterweight,Neil Magny,Decision - Unanimous,R3,Loss
Alex Garcia,3/15/2014,UFC 171: Hendricks vs. Lawler,Welterweight,Sean Spencer,Decision - Split,R3,Win
Alex Garcia,12/6/2013,UFC Fight Night 33: Hunt vs. Bigfoot,Welterweight,Ben Wall,KO/TKO,"R1, 0:43",Win
Walt Harris,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Heavyweight,Andrei Arlovski,,,
Walt Harris,6/1/2018,UFC Fight Night: Rivera vs. Moraes,Heavyweight,Daniel Spitz,KO/TKO,"R2, 4:59",Win
Walt Harris,11/4/2017,UFC 217: Bisping vs. St-Pierre,Heavyweight,Mark Godbeer,DQ,"R1, 4:29",Loss
Walt Harris,10/7/2017,UFC 216: Ferguson vs. Lee,Heavyweight,Fabricio Werdum,Submission,"R1, 1:05",Loss
Walt Harris,6/17/2017,UFC Fight Night: Holm vs. Correia,Heavyweight,Cyril Asker,KO/TKO,"R1, 1:44",Win
Walt Harris,1/15/2017,UFC Fight Night: Rodriguez vs. Penn,Heavyweight,Chase Sherman,KO/TKO,"R2, 2:41",Win
Walt Harris,10/1/2016,UFC Fight Night: Lineker vs. Dodson,Heavyweight,Shamil Abdurakhimov,Decision - Split,R3,Loss
Walt Harris,4/23/2016,UFC 197: Jones vs Saint Preux,Heavyweight,Cody East,KO/TKO,"R1, 4:18",Win
Walt Harris,11/7/2014,UFC Fight Night: Rockhold vs Bisping,Heavyweight,Soa Palelei,KO/TKO,"R2, 4:49",Loss
Walt Harris,1/25/2014,UFC on Fox 10,Heavyweight,Nikita Krylov,KO/TKO,"R1, 0:25",Loss
Walt Harris,11/30/2013,UFC - TUF 18 Finale,Heavyweight,Jared Rosholt,Decision - Unanimous,R3,Loss
James Krause,8/25/2018,UFC Fight Night: Gaethje vs. Vick,Welterweight,Warlley Alves,KO/TKO,"R2, 2:28",Win
James Krause,1/14/2018,UFC Fight Night: Stephens vs. Choi,Lightweight,Alex White,Decision - Unanimous,R3,Win
James Krause,7/7/2017,The Ultimate Fighter 25 Finale,Welterweight,Tom Gallicchio,Decision - Unanimous,R3,Win
James Krause,2/21/2016,UFC Fight Night: Cowboy vs Cowboy,Lightweight,Shane Campbell,Decision - Unanimous,R3,Win
James Krause,7/25/2015,UFC on FOX: Dillashaw vs. Barao II,Lightweight,Daron Cruickshank,Submission,"R1, 1:27",Win
James Krause,2/28/2015,UFC 184: Rousey vs Zingano,Lightweight,Valmir Lazaro,Decision - Split,R3,Loss
James Krause,9/27/2014,UFC 178: Johnson vs Cariaso,Lightweight,Jorge Masvidal,Decision - Unanimous,R3,Loss
James Krause,5/24/2014,UFC 173: Barao vs. Dillashaw,Lightweight,Jamie Varner,KO/TKO,"R1, 5:00",Win
James Krause,11/6/2013,UFC Fight Night 31: Fight for the Troops 3,Lightweight,Bobby Green,KO/TKO,"R1, 3:50",Loss
James Krause,6/15/2013,UFC 161: Evans vs. Henderson,Lightweight,Sam Stout,Submission,"R3, 4:47",Win
Conor McGregor,10/6/2018,UFC 229: Khabib vs. McGregor,Lightweight,Khabib Nurmagomedov,Submission,"R4, 3:03",Title Loss
Conor McGregor,11/12/2016,UFC 205: Alvarez vs McGregor,Lightweight,Eddie Alvarez,KO/TKO,"R2, 3:04",Title Win
Conor McGregor,8/20/2016,UFC 202: Diaz vs. McGregor 2,Welterweight,Nate Diaz,Decision - Majority,R5,Win
Conor McGregor,3/5/2016,UFC 196: McGregor vs Diaz,Welterweight,Nate Diaz,Submission,"R2, 4:12",Loss
Conor McGregor,12/12/2015,UFC 194: Aldo vs McGregor,Featherweight,Jose Aldo,KO/TKO,"R1, 0:13",Title Win
Conor McGregor,7/11/2015,UFC 189: Mendes vs McGregor,Featherweight,Chad Mendes,KO/TKO,"R2, 4:57",Title Win
Conor McGregor,1/18/2015,UFC Fight Night: McGregor vs Siver,Featherweight,Dennis Siver,KO/TKO,"R2, 1:54",Win
Conor McGregor,9/27/2014,UFC 178: Johnson vs Cariaso,Featherweight,Dustin Poirier,KO/TKO,"R1, 1:46",Win
Conor McGregor,7/19/2014,UFC Fight Night 46: McGregor vs. Brandao,Featherweight,Diego Brandao,KO/TKO,"R1, 4:05",Win
Conor McGregor,8/17/2013,UFC Fight Night 26: Shogun vs. Sonnen,Featherweight,Max Holloway,Decision - Unanimous,R3,Win
Conor McGregor,4/6/2013,UFC on FUEL TV 9,Featherweight,Marcus Brimage,KO/TKO,"R1, 1:07",Win
Pedro Munhoz,11/30/2018,UFC - TUF 28 Finale,Bantamweight,Bryan Caraway,KO/TKO,"R1, 2:39",Win
Pedro Munhoz,8/4/2018,UFC 227: Dillashaw vs. Garbrandt 2,Bantamweight,Brett Johns,Decision - Unanimous,R3,Win
Pedro Munhoz,3/3/2018,UFC 222: Cyborg vs. Kunitskaya,Bantamweight,John Dodson,Decision - Split,R3,Loss
Pedro Munhoz,10/28/2017,UFC Fight Night: Brunson vs. Machida,Bantamweight,Rob Font,Submission,"R1, 4:03",Win
Pedro Munhoz,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Bantamweight,Damian Stasiak,Decision - Unanimous,R3,Win
Pedro Munhoz,11/19/2016,UFC Fight Night: Bader vs. Nogueira,Bantamweight,Justin Scoggins,Submission,"R2, 1:55",Win
Pedro Munhoz,7/7/2016,UFC Fight Night: Dos Anjos vs. Alvarez,Bantamweight,Russell Doane,Submission,"R1, 2:08",Win
Pedro Munhoz,11/7/2015,UFC Fight Night: Belfort vs Henderson,Bantamweight,Jimmie Rivera,Decision - Split,R3,Loss
Pedro Munhoz,10/4/2014,UFC Fight Night: MacDonald vs Saffiedine,Bantamweight,Jerrod Sanders,Overturned,"R1, 0:39",Draw
Pedro Munhoz,5/31/2014,UFC - TUF Brazil 3 Finale,Bantamweight,Matt Hobar,KO/TKO,"R1, 2:47",Win
Pedro Munhoz,2/22/2014,UFC 170: Rousey vs. McMann,Bantamweight,Raphael Assuncao,Decision - Unanimous,R3,Loss
Amanda Nunes,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Women's Featherweight,Cris Cyborg,,,
Amanda Nunes,5/12/2018,UFC 224: Nunes vs. Pennington,Women's Bantamweight,Raquel Pennington,KO/TKO,"R5, 2:36",Title Win
Amanda Nunes,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Women's Bantamweight,Valentina Shevchenko,Decision - Split,R5,Title Win
Amanda Nunes,12/30/2016,UFC 207: Nunes vs. Rousey,Women's Bantamweight,Ronda Rousey,KO/TKO,"R1, 0:48",Title Win
Amanda Nunes,7/9/2016,UFC 200: Tate vs Nunes,Women's Bantamweight,Miesha Tate,Submission,"R1, 3:16",Title Win
Amanda Nunes,3/5/2016,UFC 196: McGregor vs Diaz,Women's Bantamweight,Valentina Shevchenko,Decision - Unanimous,R3,Win
Amanda Nunes,8/8/2015,UFC Fight Night: Teixeira vs Saint Preux,Women's Bantamweight,Sara McMann,Submission,"R1, 2:53",Win
Amanda Nunes,3/21/2015,UFC Fight Night: Maia vs LaFlare,Women's Bantamweight,Shayna Baszler,KO/TKO,"R1, 1:56",Win
Amanda Nunes,9/27/2014,UFC 178: Johnson vs Cariaso,Women's Bantamweight,Cat Zingano,KO/TKO,"R3, 1:21",Loss
Amanda Nunes,11/6/2013,UFC Fight Night 31: Fight for the Troops 3,Women's Bantamweight,Germaine de Randamie,KO/TKO,"R1, 3:56",Win
Amanda Nunes,8/3/2013,UFC 163: Aldo vs. Jung,Women's Bantamweight,Sheila Gaff,KO/TKO,"R1, 2:08",Win
Godofredo Pepey,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Featherweight,Mirsad Bektic,KO/TKO,"R1, 2:47",Loss
Godofredo Pepey,7/22/2017,UFC Fight Night: Weidman vs. Gastelum,Featherweight,Shane Burgos,Decision - Unanimous,R3,Loss
Godofredo Pepey,9/24/2016,UFC Fight Night: Cyborg vs. Lansberg,Featherweight,Mike de la Torre,Submission,"R1, 3:03",Win
Godofredo Pepey,7/23/2016,UFC Fight Night: Holm vs. Shevchenko,Featherweight,Darren Elkins,Decision - Unanimous,R3,Loss
Godofredo Pepey,3/21/2015,UFC Fight Night: Maia vs LaFlare,Featherweight,Andre Fili,Submission,"R1, 3:14",Win
Godofredo Pepey,9/13/2014,UFC Fight Night: Silva vs Arlovski,Featherweight,Dashon Johnson,Submission,"R1, 4:29",Win
Godofredo Pepey,3/23/2014,UFC Fight Night 38: Shogun vs. Henderson,Featherweight,Noad Lahat,KO/TKO,"R1, 2:39",Win
Godofredo Pepey,11/9/2013,UFC Fight Night 32: Belfort vs. Henderson,Featherweight,Sam Sicilia,KO/TKO,"R1, 1:42",Loss
Godofredo Pepey,6/8/2013,UFC on FUEL TV 10,Featherweight,Felipe Arantes,KO/TKO,"R1, 3:32",Loss
Godofredo Pepey,1/19/2013,UFC on FX 7,Featherweight,Milton Vieira,Decision - Split,R3,Win
Godofredo Pepey,6/23/2012,UFC 147: Silva vs. Franklin 2,Featherweight,Rony Jason,Decision - Unanimous,"R3, 5:00",Title Loss
Ben Rothwell,4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,Heavyweight,Junior Dos Santos,Decision - Unanimous,R5,Loss
Ben Rothwell,1/30/2016,UFC Fight Night: Johnson vs. Bader,Heavyweight,Josh Barnett,Submission,"R2, 3:48",Win
Ben Rothwell,6/6/2015,UFC Fight Night: Boetsch vs Henderson,Heavyweight,Matt Mitrione,Submission,"R1, 1:54",Win
Ben Rothwell,9/5/2014,UFC Fight Night 50: Souza vs. Mousasi,Heavyweight,Alistair Overeem,KO/TKO,"R1, 2:19",Win
Ben Rothwell,8/31/2013,UFC 164: Henderson vs. Pettis 2,Heavyweight,Brandon Vera,KO/TKO,"R3, 1:54",Win
Ben Rothwell,1/19/2013,UFC on FX 7,Heavyweight,Gabriel Gonzaga,Submission,"R2, 1:01",Loss
Ben Rothwell,4/21/2012,UFC 145: Jones vs. Evans,Heavyweight,Brendan Schaub,KO/TKO,"R1, 1:10",Win
Ben Rothwell,9/24/2011,UFC 135: Jones vs. Rampage,Heavyweight,Mark Hunt,Decision - Unanimous,R3,Loss
Ben Rothwell,6/12/2010,UFC 115: Liddell vs. Franklin,Heavyweight,Gilbert Yvel,Decision - Unanimous,R3,Win
Ben Rothwell,10/24/2009,UFC 104: Machida vs. Shogun,Heavyweight,Cain Velasquez,KO/TKO,"R2, 0:58",Loss
Louis Smolka,11/24/2018,UFC Fight Night: Blaydes vs. Ngannou 2,Bantamweight,Su Mudaerji,Submission,"R2, 2:07",Win
Louis Smolka,12/30/2017,UFC 219: Cyborg vs. Holm,Flyweight,Matheus Nicolau,Decision - Unanimous,R3,Loss
Louis Smolka,4/15/2017,UFC Fight Night: Johnson vs. Reis,Flyweight,Tim Elliott,Decision - Unanimous,R3,Loss
Louis Smolka,12/30/2016,UFC 207: Nunes vs. Rousey,Flyweight,Ray Borg,Decision - Unanimous,R3,Loss
Louis Smolka,10/1/2016,UFC Fight Night: Lineker vs. Dodson,Flyweight,Brandon Moreno,Submission,"R1, 2:23",Loss
Louis Smolka,7/13/2016,UFC Fight Night: McDonald vs. Lineker,Flyweight,Ben Nguyen,KO/TKO,"R2, 4:41",Win
Louis Smolka,10/24/2015,UFC Fight Night: Holohan vs Smolka,Flyweight,Paddy Holohan,Submission,"R2, 4:09",Win
Louis Smolka,7/11/2015,UFC 189: Mendes vs McGregor,Flyweight,Neil Seery,Decision - Unanimous,R3,Win
Louis Smolka,11/7/2014,UFC Fight Night: Rockhold vs Bisping,Flyweight,Richie Vaculik,KO/TKO,"R3, 0:18",Win
Louis Smolka,5/10/2014,UFC Fight Night 40: Brown vs. Silva,Flyweight,Chris Cariaso,Decision - Split,R3,Loss
Louis Smolka,1/15/2014,UFC Fight Night 35: Rockhold vs. Philippou,Flyweight,Alptekin Ozkilic,Decision - Unanimous,R3,Win
Peter Sobotta,3/17/2018,UFC Fight Night: Werdum vs. Volkov,Welterweight,Leon Edwards,KO/TKO,"R3, 4:59",Loss
Peter Sobotta,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Welterweight,Ben Saunders,KO/TKO,"R2, 2:29",Win
Peter Sobotta,9/3/2016,UFC Fight Night: Arlovski vs. Barnett,Welterweight,Nicolas Dalby,Decision - Unanimous,R3,Win
Peter Sobotta,11/14/2015,UFC 193: Rousey vs Holm,Welterweight,Kyle Noke,KO/TKO,"R1, 2:01",Loss
Peter Sobotta,6/20/2015,UFC Fight Night: Jedrzejczyk vs Penne,Welterweight,Steve Kennedy,Submission,"R1, 2:57",Win
Peter Sobotta,5/31/2014,UFC Fight Night 41: Munoz vs. Mousasi,Welterweight,Pawel Pawlak,Decision - Unanimous,R3,Win
Peter Sobotta,11/13/2010,UFC 122: Marquardt vs. Okami,Welterweight,Amir Sadollah,Decision - Unanimous,R3,Loss
Peter Sobotta,6/12/2010,UFC 115: Liddell vs. Franklin,Welterweight,James Wilks,Decision - Unanimous,R3,Loss
Peter Sobotta,6/13/2009,UFC 99: The Comeback,Middleweight,Paul Taylor,Decision - Unanimous,R3,Loss
Olivier Aubin-Mercier,12/8/2018,UFC 231: Holloway vs. Ortega,Lightweight,Gilbert Burns,Decision - Unanimous,R3,Loss
Olivier Aubin-Mercier,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Lightweight,Alexander Hernandez,Decision - Unanimous,R3,Loss
Olivier Aubin-Mercier,4/7/2018,UFC 223: Khabib vs. Iaquinta,Lightweight,Evan Dunham,KO/TKO,"R1, 0:53",Win
Olivier Aubin-Mercier,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Lightweight,Anthony Rocco Martin,Decision - Split,R3,Win
Olivier Aubin-Mercier,12/10/2016,UFC 206: Holloway vs. Pettis,Lightweight,Drew Dober,Submission,"R2, 2:57",Win
Olivier Aubin-Mercier,6/18/2016,UFC Fight Night: MacDonald vs Thompson,Lightweight,Thibault Gouti,Submission,"R3, 2:28",Win
Olivier Aubin-Mercier,1/30/2016,UFC Fight Night: Johnson vs. Bader,Lightweight,Diego Ferreira,Decision - Unanimous,R3,Loss
Olivier Aubin-Mercier,8/23/2015,UFC Fight Night: Holloway vs Oliveira,Lightweight,Tony Sims,Decision - Unanimous,R3,Win
Olivier Aubin-Mercier,4/25/2015,UFC 186: Johnson vs Horiguchi,Lightweight,David Michaud,Submission,"R3, 1:35",Win
Olivier Aubin-Mercier,10/4/2014,UFC Fight Night: MacDonald vs Saffiedine,Lightweight,Jake Lindsey,Submission,"R2, 3:22",Win
Olivier Aubin-Mercier,4/16/2014,UFC - TUF Nations: Canada vs. Australia Finale,Welterweight,Chad Laprise,Decision - Split,R3,Loss
Nordine Taleb,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Welterweight,Sean Strickland,KO/TKO,"R2, 3:10",Loss
Nordine Taleb,5/27/2018,UFC Fight Night: Thompson vs. Till,Welterweight,Claudio Silva,Submission,"R1, 4:31",Loss
Nordine Taleb,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Welterweight,Danny Roberts,KO/TKO,"R1, 0:59",Win
Nordine Taleb,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Welterweight,Oliver Enkamp,Decision - Unanimous,R3,Win
Nordine Taleb,2/19/2017,UFC Fight Night: Lewis vs. Browne,Welterweight,Santiago Ponzinibbio,Decision - Unanimous,R3,Loss
Nordine Taleb,3/5/2016,UFC 196: McGregor vs Diaz,Welterweight,Erick Silva,KO/TKO,"R2, 1:34",Win
Nordine Taleb,8/1/2015,UFC 190: Rousey vs Correia,Welterweight,Warlley Alves,Submission,"R2, 4:11",Loss
Nordine Taleb,4/25/2015,UFC 186: Johnson vs Horiguchi,Welterweight,Chris Clements,Decision - Unanimous,R3,Win
Nordine Taleb,10/4/2014,UFC Fight Night: MacDonald vs Saffiedine,Welterweight,Li Jingliang,Decision - Split,R3,Win
Nordine Taleb,4/16/2014,UFC - TUF Nations: Canada vs. Australia Finale,Middleweight,Vik Grujic,Decision - Unanimous,R3,Win
Antonio Carlos Junior,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Middleweight,Tim Boetsch,Submission,"R1, 4:28",Win
Antonio Carlos Junior,10/28/2017,UFC Fight Night: Brunson vs. Machida,Middleweight,Jack Marshman,Submission,"R1, 4:30",Win
Antonio Carlos Junior,6/3/2017,UFC 212: Aldo vs. Holloway,Middleweight,Eric Spicely,Submission,"R2, 3:49",Win
Antonio Carlos Junior,12/30/2016,UFC 207: Nunes vs. Rousey,Middleweight,Marvin Vettori,Decision - Unanimous,R3,Win
Antonio Carlos Junior,9/17/2016,UFC Fight Night: Poirier vs. Johnson,Middleweight,Leonardo Augusto Leleco,Submission,"R3, 4:46",Win
Antonio Carlos Junior,3/19/2016,UFC Fight Night: Hunt vs Mir,Middleweight,Daniel Kelly,KO/TKO,"R3, 1:36",Loss
Antonio Carlos Junior,12/10/2015,UFC Fight Night: Namajunas vs. VanZant,Middleweight,Kevin Casey,Could Not Continue,"R1, 0:11",Draw
Antonio Carlos Junior,6/27/2015,UFC Fight Night: Machida vs Romero,Middleweight,Eddie Gordon,Submission,"R3, 4:37",Win
Antonio Carlos Junior,12/20/2014,UFC Fight Night: Machida vs Dollaway,Light Heavyweight,Patrick Cummins,Decision - Unanimous,R3,Loss
Antonio Carlos Junior,5/31/2014,UFC - TUF Brazil 3 Finale,Heavyweight,Vitor Miranda,Decision - Unanimous,R3,Win
Anthony Hamilton,11/18/2017,UFC Fight Night: Werdum vs. Tybura,Heavyweight,Adam Wieczorek,Decision - Unanimous,R3,Loss
Anthony Hamilton,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Heavyweight,Daniel Spitz,KO/TKO,"R1, 0:24",Loss
Anthony Hamilton,2/4/2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Heavyweight,Marcel Fortuna,KO/TKO,"R1, 3:10",Loss
Anthony Hamilton,12/9/2016,UFC Fight Night: Lewis vs. Abdurakhimov,Heavyweight,Francis Ngannou,Submission,"R1, 1:57",Loss
Anthony Hamilton,7/30/2016,UFC 201: Lawler vs. Woodley,Heavyweight,Damian Grabowski,KO/TKO,"R1, 0:14",Win
Anthony Hamilton,2/21/2016,UFC Fight Night: Cowboy vs Cowboy,Heavyweight,Shamil Abdurakhimov,Decision - Unanimous,R3,Loss
Anthony Hamilton,4/11/2015,UFC Fight Night: Gonzaga vs Cro Cop 2,Heavyweight,Daniel Omielanczuk,Decision - Unanimous,R3,Win
Anthony Hamilton,12/6/2014,UFC 181: Hendricks vs Lawler II,Heavyweight,Todd Duffee,KO/TKO,"R1, 0:33",Loss
Anthony Hamilton,8/30/2014,UFC 177: Dillashaw vs. Soto,Heavyweight,Ruan Potts,KO/TKO,"R2, 4:17",Win
Anthony Hamilton,6/28/2014,UFC Fight Night 44: Swanson vs. Stephens,Heavyweight,Aleksei Oleinik,Submission,"R1, 2:18",Loss
Dan Hooker,12/15/2018,UFC Fight Night: Lee vs. Iaquinta,Lightweight,Edson Barboza,KO/TKO,"R3, 2:19",Loss
Dan Hooker,7/7/2018,UFC 226: Miocic vs. Cormier,Lightweight,Gilbert Burns,KO/TKO,"R1, 2:28",Win
Dan Hooker,4/21/2018,UFC Fight Night: Barboza vs. Lee,Lightweight,Jim Miller,KO/TKO,"R1, 3:00",Win
Dan Hooker,12/30/2017,UFC 219: Cyborg vs. Holm,Lightweight,Marc Diakiese,Submission,"R3, 0:42",Win
Dan Hooker,6/10/2017,UFC Fight Night: Lewis vs. Hunt,Lightweight,Ross Pearson,KO/TKO,"R2, 3:02",Win
Dan Hooker,11/26/2016,UFC Fight Night: Whittaker vs. Brunson,Featherweight,Jason Knight,Decision - Unanimous,R3,Loss
Dan Hooker,3/19/2016,UFC Fight Night: Hunt vs Mir,Featherweight,Mark Eddiva,Submission,"R1, 1:24",Win
Dan Hooker,10/3/2015,UFC 192: Cormier vs Gustafsson,Featherweight,Yair Rodriguez,Decision - Unanimous,R3,Loss
Dan Hooker,5/9/2015,UFC Fight Night: Miocic vs Hunt,Featherweight,Hatsu Hioki,KO/TKO,"R2, 4:13",Win
Dan Hooker,9/20/2014,UFC Fight Night: Hunt vs Nelson,Featherweight,Maximo Blanco,Decision - Unanimous,R3,Loss
Dan Hooker,6/28/2014,UFC Fight Night 43: Te Huna vs. Marquardt,Featherweight,Ian Entwistle,KO/TKO,"R1, 3:34",Win
Bryan Barberena,2/17/2019,UFC Fight Night: Phoenix,Welterweight,Vicente Luque,,,
Bryan Barberena,8/25/2018,UFC Fight Night: Gaethje vs. Vick,Welterweight,Jake Ellenberger,KO/TKO,"R1, 2:26",Win
Bryan Barberena,9/2/2017,UFC Fight Night: Volkov vs. Struve,Welterweight,Leon Edwards,Decision - Unanimous,R3,Loss
Bryan Barberena,4/22/2017,UFC Fight Night: Swanson vs. Lobov,Welterweight,Joe Proctor,KO/TKO,"R1, 3:30",Win
Bryan Barberena,12/17/2016,UFC Fight Night: VanZant vs. Waterson,Welterweight,Colby Covington,Decision - Unanimous,R3,Loss
Bryan Barberena,5/14/2016,UFC 198: Werdum vs Miocic,Welterweight,Warlley Alves,Decision - Unanimous,R3,Win
Bryan Barberena,1/30/2016,UFC Fight Night: Johnson vs. Bader,Welterweight,Sage Northcutt,Submission,"R2, 3:06",Win
Bryan Barberena,4/25/2015,UFC 186: Johnson vs Horiguchi,Lightweight,Chad Laprise,Decision - Unanimous,R3,Loss
Bryan Barberena,12/13/2014,UFC Fight Night: Dos Santos vs Miocic,Lightweight,Joe Ellenberger,KO/TKO,"R3, 3:24",Win
Gilbert Burns,12/8/2018,UFC 231: Holloway vs. Ortega,Lightweight,Olivier Aubin-Mercier,Decision - Unanimous,R3,Win
Gilbert Burns,7/7/2018,UFC 226: Miocic vs. Cormier,Lightweight,Dan Hooker,KO/TKO,"R1, 2:28",Loss
Gilbert Burns,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Lightweight,Dan Moret,KO/TKO,"R2, 0:59",Win
Gilbert Burns,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Lightweight,Jason Saggo,KO/TKO,"R2, 4:55",Win
Gilbert Burns,9/24/2016,UFC Fight Night: Cyborg vs. Lansberg,Lightweight,Michel Prazeres,Decision - Unanimous,R3,Loss
Gilbert Burns,7/7/2016,UFC Fight Night: Dos Anjos vs. Alvarez,Lightweight,Lukasz Sajewski,Submission,"R1, 4:57",Win
Gilbert Burns,11/7/2015,UFC Fight Night: Belfort vs Henderson,Lightweight,Rashid Magomedov,Decision - Unanimous,R3,Loss
Gilbert Burns,3/21/2015,UFC Fight Night: Maia vs LaFlare,Lightweight,Alex Oliveira,Submission,"R3, 4:14",Win
Gilbert Burns,10/25/2014,UFC 179: Aldo vs Mendes 2,Lightweight,Christos Giagos,Submission,"R1, 4:57",Win
Gilbert Burns,7/26/2014,UFC on Fox 12,Welterweight,Andreas Stahl,Decision - Unanimous,R3,Win
Omari Akhmedov,12/30/2017,UFC 219: Cyborg vs. Holm,Middleweight,Marvin Vettori,Decision - Majority,R3,Draw
Omari Akhmedov,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Welterweight,Abdul Razak Alhassan,Decision - Split,R3,Win
Omari Akhmedov,11/26/2016,UFC Fight Night: Whittaker vs. Brunson,Welterweight,Kyle Noke,Decision - Unanimous,R3,Win
