,Fighter,Date,Event,Class,Opponent,Method,Result,Last_Round,Round_Time
1356,Thiago Santos,8/3/2013,UFC 163: Aldo vs. Jung,Middleweight,Cezar Ferreira,Submission,Loss,R1,0:47
1357,Brad Tavares,7/6/2018,UFC - TUF 27 Finale,Middleweight,Israel Adesanya,Decision - Unanimous,Loss,R5,0:00
1358,Brad Tavares,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Middleweight,Krzysztof Jotko,KO/TKO,Win,R3,2:16
1359,Brad Tavares,10/7/2017,UFC 216: Ferguson vs. Lee,Middleweight,Thales Leites,Decision - Unanimous,Win,R3,0:00
1360,Brad Tavares,7/7/2017,The Ultimate Fighter 25 Finale,Middleweight,Elias Theodorou,Decision - Unanimous,Win,R3,0:00
1361,Brad Tavares,9/10/2016,UFC 203: Miocic vs. Overeem,Middleweight,Caio Magalhaes,Decision - Split,Win,R3,0:00
1362,Brad Tavares,5/9/2015,UFC Fight Night: Miocic vs Hunt,Middleweight,Robert Whittaker,KO/TKO,Loss,R1,0:44
1363,Brad Tavares,1/3/2015,UFC 182: Jones vs Cormier,Middleweight,Nate Marquardt,Decision - Unanimous,Win,R3,0:00
1364,Brad Tavares,8/16/2014,UFC Fight Night 47: Bader vs. Saint Preux,Middleweight,Tim Boetsch,KO/TKO,Loss,R2,3:18
1365,Brad Tavares,4/19/2014,UFC on Fox 11,Middleweight,Yoel Romero,Decision - Unanimous,Loss,R3,0:00
1366,Brad Tavares,1/15/2014,UFC Fight Night 35: Rockhold vs. Philippou,Middleweight,Lorenz Larkin,Decision - Unanimous,Win,R3,0:00
1367,Brad Tavares,8/28/2013,UFC Fight Night 27: Condit vs. Kampmann 2,Middleweight,Bubba McDaniel,Decision - Unanimous,Win,R3,0:00
1368,Brad Tavares,3/2/2013,UFC on FUEL TV 8,Middleweight,Riki Fukuda,Decision - Unanimous,Win,R3,0:00
1369,Brad Tavares,9/29/2012,UFC on FUEL TV 5,Middleweight,Tom Watson,Decision - Split,Win,R3,0:00
1370,Brad Tavares,5/15/2012,UFC on FUEL TV 3,Middleweight,Dongi Yang,Decision - Unanimous,Win,R3,0:00
1371,Brad Tavares,7/2/2011,UFC 132: Cruz vs. Faber,Middleweight,Aaron Simpson,Decision - Unanimous,Loss,R3,0:00
1372,Brad Tavares,1/1/2011,UFC 125: Resolution,Middleweight,Phil Baroni,KO/TKO,Win,R1,4:20
1373,Brad Tavares,6/19/2010,UFC - TUF 11 Finale,Middleweight,Seth Baczynski,Decision - Unanimous,Win,R3,0:00
1374,Glover Teixeira,1/19/2019,UFC Fight Night: Cejudo vs. Dillashaw,Light Heavyweight,Ion Cutelaba,,,,
1375,Glover Teixeira,7/22/2018,UFC Fight Night: Shogun vs. Smith,Light Heavyweight,Corey Anderson,Decision - Unanimous,Loss,R3,0:00
1376,Glover Teixeira,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Light Heavyweight,Misha Cirkunov,KO/TKO,Win,R1,2:45
1377,Glover Teixeira,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Light Heavyweight,Alexander Gustafsson,KO/TKO,Loss,R5,1:07
1378,Glover Teixeira,2/11/2017,UFC 208: Holm vs. De Randamie,Light Heavyweight,Jared Cannonier,Decision - Unanimous,Win,R3,0:00
1379,Glover Teixeira,8/20/2016,UFC 202: Diaz vs. McGregor 2,Light Heavyweight,Anthony Johnson,KO/TKO,Loss,R1,0:13
1380,Glover Teixeira,4/16/2016,UFC Fight Night: Teixeira vs Evans,Light Heavyweight,Rashad Evans,KO/TKO,Win,R1,1:48
1381,Glover Teixeira,11/7/2015,UFC Fight Night: Belfort vs Henderson,Light Heavyweight,Patrick Cummins,KO/TKO,Win,R2,1:12
1382,Glover Teixeira,8/8/2015,UFC Fight Night: Teixeira vs Saint Preux,Light Heavyweight,Ovince Saint Preux,Submission,Win,R3,3:10
1383,Glover Teixeira,10/25/2014,UFC 179: Aldo vs Mendes 2,Light Heavyweight,Phil Davis,Decision - Unanimous,Loss,R3,0:00
1384,Glover Teixeira,4/26/2014,UFC 172: Jones vs. Teixeira,Light Heavyweight,Jon Jones,Decision - Unanimous,Title Loss,R5,0:00
1385,Glover Teixeira,9/4/2013,UFC Fight Night 28: Teixeira vs. Bader,Light Heavyweight,Ryan Bader,KO/TKO,Win,R1,2:55
1386,Glover Teixeira,5/25/2013,UFC 160: Velasquez vs. Silva 2,Light Heavyweight,James Te Huna,Submission,Win,R1,2:38
1387,Glover Teixeira,1/26/2013,UFC on Fox 6,Light Heavyweight,Rampage Jackson,Decision - Unanimous,Win,R3,0:00
1388,Glover Teixeira,10/13/2012,UFC 153: Silva vs. Bonnar,Light Heavyweight,Fabio Maldonado,TKO - Doctor's Stoppage,Win,R2,5:00
1389,Glover Teixeira,5/26/2012,UFC 146: Dos Santos vs. Mir,Light Heavyweight,Kyle Kingsbury,Submission,Win,R1,1:53
1390,Sam Alvey,9/22/2018,UFC Fight Night: Marreta vs. Anders,Light Heavyweight,Rogerio Nogueira,KO/TKO,Loss,R2,1:00
1391,Sam Alvey,6/1/2018,UFC Fight Night: Rivera vs. Moraes,Light Heavyweight,Gian Villante,Decision - Split,Win,R3,0:00
1392,Sam Alvey,2/24/2018,UFC Fight Night: Emmett vs. Stephens,Light Heavyweight,Marcin Prachnio,KO/TKO,Win,R1,4:23
1393,Sam Alvey,10/21/2017,UFC Fight Night: Cerrone vs. Till,Middleweight,Ramazan Emeev,Decision - Unanimous,Loss,R3,0:00
1394,Sam Alvey,8/5/2017,UFC Fight Night: Pettis vs. Moreno,Middleweight,Rashad Evans,Decision - Split,Win,R3,0:00
1395,Sam Alvey,4/22/2017,UFC Fight Night: Swanson vs. Lobov,Middleweight,Thales Leites,Decision - Unanimous,Loss,R3,0:00
1396,Sam Alvey,1/28/2017,UFC Fight Night: Shevchenko vs. Pena,Middleweight,Nate Marquardt,Decision - Unanimous,Win,R3,0:00
1397,Sam Alvey,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Middleweight,Alex Nicholson,Decision - Unanimous,Win,R3,0:00
1398,Sam Alvey,8/27/2016,UFC Fight Night: Maia vs. Condit,Middleweight,Kevin Casey,KO/TKO,Win,R2,4:56
1399,Sam Alvey,7/13/2016,UFC Fight Night: McDonald vs. Lineker,Middleweight,Eric Spicely,Submission,Win,R1,2:43
1400,Sam Alvey,6/18/2016,UFC Fight Night: MacDonald vs Thompson,Middleweight,Elias Theodorou,Decision - Unanimous,Loss,R3,0:00
1401,Sam Alvey,8/8/2015,UFC Fight Night: Teixeira vs Saint Preux,Middleweight,Derek Brunson,KO/TKO,Loss,R1,2:19
1402,Sam Alvey,5/9/2015,UFC Fight Night: Miocic vs Hunt,Middleweight,Daniel Kelly,KO/TKO,Win,R1,0:49
1403,Sam Alvey,2/22/2015,UFC Fight Night: Bigfoot vs Mir,Middleweight,Cezar Ferreira,KO/TKO,Win,R1,3:34
1404,Sam Alvey,11/7/2014,UFC Fight Night: Rockhold vs Bisping,Middleweight,Dylan Andrews,KO/TKO,Win,R1,2:16
1405,Sam Alvey,8/16/2014,UFC Fight Night 47: Bader vs. Saint Preux,Middleweight,Tom Watson,Decision - Unanimous,Loss,R3,0:00
1406,Renan Barao,2/17/2019,UFC Fight Night: Phoenix,Bantamweight,Luke Sanders,,,,
1407,Renan Barao,9/22/2018,UFC Fight Night: Marreta vs. Anders,Bantamweight,Andre Ewell,Decision - Split,Loss,R3,0:00
1408,Renan Barao,2/24/2018,UFC Fight Night: Emmett vs. Stephens,Bantamweight,Brian Kelleher,Decision - Unanimous,Loss,R3,0:00
1409,Renan Barao,7/29/2017,UFC 214: Cormier vs. Jones 2,Catch Weight,Aljamain Sterling,Decision - Unanimous,Loss,R3,0:00
1410,Renan Barao,9/24/2016,UFC Fight Night: Cyborg vs. Lansberg,Featherweight,Phillipe Nover,Decision - Unanimous,Win,R3,0:00
1411,Renan Barao,5/29/2016,UFC Fight Night: Almeida vs Garbrandt,Featherweight,Jeremy Stephens,Decision - Unanimous,Loss,R3,0:00
1412,Renan Barao,7/25/2015,UFC on FOX: Dillashaw vs. Barao II,Bantamweight,TJ Dillashaw,KO/TKO,Title Loss,R4,0:35
1413,Renan Barao,12/20/2014,UFC Fight Night: Machida vs Dollaway,Bantamweight,Mitch Gagnon,Submission,Win,R3,3:53
1414,Renan Barao,5/24/2014,UFC 173: Barao vs. Dillashaw,Bantamweight,TJ Dillashaw,KO/TKO,Title Loss,R5,2:26
1415,Renan Barao,2/1/2014,UFC 169: Barao vs. Faber 2,Bantamweight,Urijah Faber,KO/TKO,Title Win,R1,3:42
1416,Renan Barao,9/21/2013,UFC 165: Jones vs. Gustafsson,Bantamweight,Eddie Wineland,KO/TKO,Title Win,R2,0:35
1417,Renan Barao,2/16/2013,UFC on FUEL TV 7,Bantamweight,Michael McDonald,Submission,Title Win,R4,3:57
1418,Renan Barao,7/21/2012,UFC 149: Faber vs. Barao,Bantamweight,Urijah Faber,Decision - Unanimous,Title Win,R5,0:00
1419,Renan Barao,2/4/2012,UFC 143: Diaz vs. Condit,Bantamweight,Scott Jorgensen,Decision - Unanimous,Win,R3,0:00
1420,Renan Barao,11/5/2011,UFC 138: Leben vs. Munoz,Bantamweight,Brad Pickett,Submission,Win,R1,4:09
1421,Renan Barao,5/28/2011,UFC 130: Rampage vs. Hamill,Bantamweight,Cole Escovedo,Decision - Unanimous,Win,R3,0:00
1422,Dennis Bermudez,7/14/2018,UFC Fight Night: Dos Santos vs. Ivanov,Featherweight,Rick Glenn,Decision - Split,Loss,R3,0:00
1423,Dennis Bermudez,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Featherweight,Andre Fili,Decision - Split,Loss,R3,0:00
1424,Dennis Bermudez,7/22/2017,UFC Fight Night: Weidman vs. Gastelum,Featherweight,Darren Elkins,Decision - Split,Loss,R3,0:00
1425,Dennis Bermudez,2/4/2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Featherweight,Chan Sung Jung,KO/TKO,Loss,R1,2:49
1426,Dennis Bermudez,8/6/2016,UFC Fight Night: Rodriguez vs. Caceres,Featherweight,Rony Jason,Decision - Unanimous,Win,R3,0:00
1427,Dennis Bermudez,2/21/2016,UFC Fight Night: Cowboy vs Cowboy,Featherweight,Tatsuya Kawajiri,Decision - Unanimous,Win,R3,0:00
1428,Dennis Bermudez,7/11/2015,UFC 189: Mendes vs McGregor,Featherweight,Jeremy Stephens,KO/TKO,Loss,R3,0:32
1429,Dennis Bermudez,11/15/2014,UFC 180: Werdum vs Hunt,Featherweight,Ricardo Lamas,Submission,Loss,R1,3:18
1430,Dennis Bermudez,7/26/2014,UFC on Fox 12,Featherweight,Clay Guida,Submission,Win,R2,2:57
1431,Dennis Bermudez,3/15/2014,UFC 171: Hendricks vs. Lawler,Featherweight,Jimy Hettes,KO/TKO,Win,R3,2:57
1432,Dennis Bermudez,11/6/2013,UFC Fight Night 31: Fight for the Troops 3,Featherweight,Steven Siler,Decision - Unanimous,Win,R3,0:00
1433,Dennis Bermudez,5/25/2013,UFC 160: Velasquez vs. Silva 2,Featherweight,Max Holloway,Decision - Split,Win,R3,0:00
1434,Dennis Bermudez,2/23/2013,UFC 157: Rousey vs. Carmouche,Featherweight,Matt Grice,Decision - Split,Win,R3,0:00
1435,Dennis Bermudez,8/11/2012,UFC 150: Henderson vs. Edgar 2,Featherweight,Tommy Hayden,Submission,Win,R1,4:43
1436,Dennis Bermudez,5/5/2012,UFC on Fox 3,Featherweight,Pablo Garza,Decision - Unanimous,Win,R3,0:00
1437,Dennis Bermudez,12/3/2011,UFC - TUF 14 Finale,Featherweight,Diego Brandao,Submission,Title Loss,R1,4:51
1438,Carlos Condit,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Welterweight,Michael Chiesa,,,,
1439,Carlos Condit,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Welterweight,Alex Oliveira,Submission,Loss,R2,3:17
1440,Carlos Condit,12/30/2017,UFC 219: Cyborg vs. Holm,Welterweight,Neil Magny,Decision - Unanimous,Loss,R3,0:00
1441,Carlos Condit,8/27/2016,UFC Fight Night: Maia vs. Condit,Welterweight,Demian Maia,Submission,Loss,R1,1:52
1442,Carlos Condit,1/2/2016,UFC 195: Lawler vs Condit,Welterweight,Robbie Lawler,Decision - Split,Title Loss,R5,0:00
1443,Carlos Condit,5/30/2015,UFC Fight Night: Condit vs Alves,Welterweight,Thiago Alves,TKO - Doctor's Stoppage,Win,R2,5:00
1444,Carlos Condit,3/15/2014,UFC 171: Hendricks vs. Lawler,Welterweight,Tyron Woodley,KO/TKO,Loss,R2,2:00
1445,Carlos Condit,8/28/2013,UFC Fight Night 27: Condit vs. Kampmann 2,Welterweight,Martin Kampmann,KO/TKO,Win,R4,0:54
1446,Carlos Condit,3/16/2013,UFC 158: St-Pierre vs. Diaz,Welterweight,Johny Hendricks,Decision - Unanimous,Loss,R3,0:00
1447,Carlos Condit,11/17/2012,UFC 154: St-Pierre vs. Condit,Welterweight,Georges St-Pierre,Decision - Unanimous,Title Loss,R5,0:00
1448,Carlos Condit,2/4/2012,UFC 143: Diaz vs. Condit,Welterweight,Nick Diaz,Decision - Unanimous,Title Win,R5,0:00
1449,Carlos Condit,7/2/2011,UFC 132: Cruz vs. Faber,Welterweight,Dong Hyun Kim,KO/TKO,Win,R1,2:58
1450,Carlos Condit,10/16/2010,UFC 120: Bisping vs. Akiyama,Welterweight,Dan Hardy,KO/TKO,Win,R1,4:27
1451,Carlos Condit,6/12/2010,UFC 115: Liddell vs. Franklin,Welterweight,Rory MacDonald,KO/TKO,Win,R3,4:53
1452,Carlos Condit,9/16/2009,UFC Fight Night 19,Welterweight,Jake Ellenberger,Decision - Split,Win,R3,0:00
1453,Carlos Condit,4/1/2009,UFC Fight Night 18,Welterweight,Martin Kampmann,Decision - Split,Loss,R3,0:00
1454,Tony Ferguson,10/6/2018,UFC 229: Khabib vs. McGregor,Lightweight,Anthony Pettis,KO/TKO,Win,R2,5:00
1455,Tony Ferguson,10/7/2017,UFC 216: Ferguson vs. Lee,Lightweight,Kevin Lee,Submission,Title Win,R3,4:02
1456,Tony Ferguson,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Lightweight,Rafael Dos Anjos,Decision - Unanimous,Win,R5,0:00
1457,Tony Ferguson,7/13/2016,UFC Fight Night: McDonald vs. Lineker,Lightweight,Lando Vannata,Submission,Win,R2,2:22
1458,Tony Ferguson,12/11/2015,The Ultimate Fighter 22 Finale,Lightweight,Edson Barboza,Submission,Win,R2,2:54
1459,Tony Ferguson,7/15/2015,UFC Fight Night: Mir vs Duffee,Lightweight,Josh Thomson,Decision - Unanimous,Win,R3,0:00
1460,Tony Ferguson,2/28/2015,UFC 184: Rousey vs Zingano,Lightweight,Gleison Tibau,Submission,Win,R1,2:37
1461,Tony Ferguson,12/6/2014,UFC 181: Hendricks vs Lawler II,Lightweight,Abel Trujillo,Submission,Win,R2,4:19
1462,Tony Ferguson,8/30/2014,UFC 177: Dillashaw vs. Soto,Lightweight,Danny Castillo,Decision - Split,Win,R3,0:00
1463,Tony Ferguson,5/24/2014,UFC 173: Barao vs. Dillashaw,Lightweight,Katsunori Kikuno,KO/TKO,Win,R1,4:06
1464,Tony Ferguson,10/19/2013,UFC 166: Velasquez vs. Dos Santos 3,Lightweight,Mike Rio,Submission,Win,R1,1:52
1465,Tony Ferguson,5/5/2012,UFC on Fox 3,Lightweight,Michael Johnson,Decision - Unanimous,Loss,R3,0:00
1466,Tony Ferguson,12/3/2011,UFC - TUF 14 Finale,Lightweight,Yves Edwards,Decision - Unanimous,Win,R3,0:00
1467,Tony Ferguson,9/24/2011,UFC 135: Jones vs. Rampage,Lightweight,Aaron Riley,TKO - Doctor's Stoppage,Win,R1,5:00
1468,Tony Ferguson,6/4/2011,UFC - TUF 13 Finale,Welterweight,Ramsey Nijem,KO/TKO,Title Win,R1,3:54
1469,Kelvin Gastelum,2/9/2019,UFC 234: Whittaker vs. Gastelum,Middleweight,Robert Whittaker,,,,
1470,Kelvin Gastelum,5/12/2018,UFC 224: Nunes vs. Pennington,Middleweight,Jacare Souza,Decision - Split,Win,R3,0:00
1471,Kelvin Gastelum,11/25/2017,UFC Fight Night: Bisping vs. Gastelum,Middleweight,Michael Bisping,KO/TKO,Win,R1,2:30
1472,Kelvin Gastelum,7/22/2017,UFC Fight Night: Weidman vs. Gastelum,Middleweight,Chris Weidman,Submission,Loss,R3,3:45
1473,Kelvin Gastelum,3/11/2017,UFC Fight Night: Belfort vs. Gastelum,Middleweight,Vitor Belfort,KO/TKO,Win,R1,3:52
1474,Kelvin Gastelum,12/10/2016,UFC 206: Holloway vs. Pettis,Middleweight,Tim Kennedy,KO/TKO,Win,R3,2:45
1475,Kelvin Gastelum,7/9/2016,UFC 200: Tate vs Nunes,Welterweight,Johny Hendricks,Decision - Unanimous,Win,R3,0:00
1476,Kelvin Gastelum,11/21/2015,UFC Fight Night 78: Magny vs Gastelum,Welterweight,Neil Magny,Decision - Split,Loss,R5,0:00
1477,Kelvin Gastelum,6/13/2015,UFC 188: Velasquez vs Werdum,Middleweight,Nate Marquardt,KO/TKO,Win,R2,5:00
1478,Kelvin Gastelum,1/31/2015,UFC 183: Silva vs Diaz,Welterweight,Tyron Woodley,Decision - Split,Loss,R3,0:00
1479,Kelvin Gastelum,11/15/2014,UFC 180: Werdum vs Hunt,Welterweight,Jake Ellenberger,Submission,Win,R1,4:46
1480,Kelvin Gastelum,6/28/2014,UFC Fight Night 44: Swanson vs. Stephens,Welterweight,Nico Musoke,Decision - Unanimous,Win,R3,0:00
1481,Kelvin Gastelum,3/15/2014,UFC 171: Hendricks vs. Lawler,Welterweight,Rick Story,Decision - Split,Win,R3,0:00
1482,Kelvin Gastelum,8/28/2013,UFC Fight Night 27: Condit vs. Kampmann 2,Welterweight,Brian Melancon,Submission,Win,R1,2:26
1483,Kelvin Gastelum,4/13/2013,UFC - TUF 17 Finale,Middleweight,Uriah Hall,Decision - Split,Title Win,R3,0:00
1484,Bobby Green,12/15/2018,UFC Fight Night: Lee vs. Iaquinta,Lightweight,Drakkar Klose,Decision - Unanimous,Loss,R3,0:00
1485,Bobby Green,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Lightweight,Erik Koch,Decision - Unanimous,Win,R3,0:00
1486,Bobby Green,10/7/2017,UFC 216: Ferguson vs. Lee,Lightweight,Lando Vannata,Decision - Split,Draw,R3,0:00
1487,Bobby Green,4/15/2017,UFC Fight Night: Johnson vs. Reis,Lightweight,Rashid Magomedov,Decision - Split,Loss,R3,0:00
1488,Bobby Green,6/4/2016,UFC 199: Rockhold vs. Bisping 2,Lightweight,Dustin Poirier,KO/TKO,Loss,R1,2:53
1489,Bobby Green,11/22/2014,UFC Fight Night: Edgar vs Swanson,Lightweight,Edson Barboza,Decision - Unanimous,Loss,R3,0:00
1490,Bobby Green,7/26/2014,UFC on Fox 12,Lightweight,Josh Thomson,Decision - Split,Win,R3,0:00
1491,Bobby Green,12/14/2013,UFC on Fox 9,Lightweight,Pat Healy,Decision - Unanimous,Win,R3,0:00
1492,Bobby Green,11/6/2013,UFC Fight Night 31: Fight for the Troops 3,Lightweight,James Krause,KO/TKO,Win,R1,3:50
1493,Bobby Green,2/2/2013,UFC 156: Aldo vs. Edgar,Lightweight,Jacob Volkmann,Submission,Win,R3,4:25
1494,Alexander Gustafsson,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Light Heavyweight,Jon Jones,,,,
1495,Alexander Gustafsson,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Light Heavyweight,Glover Teixeira,KO/TKO,Win,R5,1:07
1496,Alexander Gustafsson,9/3/2016,UFC Fight Night: Arlovski vs. Barnett,Light Heavyweight,Jan Blachowicz,Decision - Unanimous,Win,R3,0:00
1497,Alexander Gustafsson,10/3/2015,UFC 192: Cormier vs Gustafsson,Light Heavyweight,Daniel Cormier,Decision - Split,Title Loss,R5,0:00
1498,Alexander Gustafsson,1/24/2015,UFC Fight Night: Gustafsson vs Johnson,Light Heavyweight,Anthony Johnson,KO/TKO,Loss,R1,2:15
1499,Alexander Gustafsson,3/8/2014,UFC Fight Night 37: Gustafsson vs. Manuwa,Light Heavyweight,Jimi Manuwa,KO/TKO,Win,R2,1:18
1500,Alexander Gustafsson,9/21/2013,UFC 165: Jones vs. Gustafsson,Light Heavyweight,Jon Jones,Decision - Unanimous,Title Loss,R5,0:00
1501,Alexander Gustafsson,12/8/2012,UFC on Fox 5,Light Heavyweight,Mauricio Rua,Decision - Unanimous,Win,R3,0:00
1502,Alexander Gustafsson,4/14/2012,UFC on FUEL TV 2,Light Heavyweight,Thiago Silva,Decision - Unanimous,Win,R3,0:00
1503,Alexander Gustafsson,12/30/2011,UFC 141: Lesnar vs. Overeem,Light Heavyweight,Vladimir Matyushenko,KO/TKO,Win,R1,2:13
1504,Alexander Gustafsson,8/6/2011,UFC 133: Evans vs. Ortiz 2,Light Heavyweight,Matt Hamill,KO/TKO,Win,R2,3:34
1505,Alexander Gustafsson,2/26/2011,UFC 127: Penn vs. Fitch,Light Heavyweight,James Te Huna,Submission,Win,R1,4:27
1506,Alexander Gustafsson,10/16/2010,UFC 120: Bisping vs. Akiyama,Light Heavyweight,Cyrille Diabate,Submission,Win,R2,2:41
1507,Alexander Gustafsson,4/10/2010,UFC 112: Invincible,Light Heavyweight,Phil Davis,Submission,Loss,R1,4:55
1508,Alexander Gustafsson,11/14/2009,UFC 105: Couture vs. Vera,Light Heavyweight,Jared Hamman,KO/TKO,Win,R1,0:41
1509,Derrick Lewis,11/3/2018,UFC 230: Cormier vs. Lewis,Heavyweight,Daniel Cormier,Submission,Title Loss,R2,2:14
1510,Derrick Lewis,10/6/2018,UFC 229: Khabib vs. McGregor,Heavyweight,Alexander Volkov,KO/TKO,Win,R3,4:49
1511,Derrick Lewis,7/7/2018,UFC 226: Miocic vs. Cormier,Heavyweight,Francis Ngannou,Decision - Unanimous,Win,R3,0:00
1512,Derrick Lewis,2/18/2018,UFC Fight Night: Cerrone vs. Medeiros,Heavyweight,Marcin Tybura,KO/TKO,Win,R3,2:48
1513,Derrick Lewis,6/10/2017,UFC Fight Night: Lewis vs. Hunt,Heavyweight,Mark Hunt,KO/TKO,Loss,R4,3:51
1514,Derrick Lewis,2/19/2017,UFC Fight Night: Lewis vs. Browne,Heavyweight,Travis Browne,KO/TKO,Win,R2,3:12
1515,Derrick Lewis,12/9/2016,UFC Fight Night: Lewis vs. Abdurakhimov,Heavyweight,Shamil Abdurakhimov,KO/TKO,Win,R4,3:42
1516,Derrick Lewis,7/7/2016,UFC Fight Night: Dos Anjos vs. Alvarez,Heavyweight,Roy Nelson,Decision - Split,Win,R3,0:00
1517,Derrick Lewis,4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,Heavyweight,Gabriel Gonzaga,KO/TKO,Win,R1,4:48
1518,Derrick Lewis,2/6/2016,UFC Fight Night: Hendricks vs Thompson,Heavyweight,Damian Grabowski,KO/TKO,Win,R1,2:17
1519,Derrick Lewis,10/3/2015,UFC 192: Cormier vs Gustafsson,Heavyweight,Viktor Pesta,KO/TKO,Win,R3,1:15
1520,Derrick Lewis,6/6/2015,UFC Fight Night: Boetsch vs Henderson,Heavyweight,Shawn Jordan,KO/TKO,Loss,R2,0:48
1521,Derrick Lewis,2/28/2015,UFC 184: Rousey vs Zingano,Heavyweight,Ruan Potts,KO/TKO,Win,R2,3:18
1522,Derrick Lewis,9/5/2014,UFC Fight Night 50: Souza vs. Mousasi,Heavyweight,Matt Mitrione,KO/TKO,Loss,R1,0:41
1523,Derrick Lewis,7/6/2014,TUF 19 Finale,Heavyweight,Guto Inocente,KO/TKO,Win,R1,3:30
1524,Derrick Lewis,4/19/2014,UFC on Fox 11,Heavyweight,Jack May,KO/TKO,Win,R1,4:23
1525,John Lineker,5/12/2018,UFC 224: Nunes vs. Pennington,Bantamweight,Brian Kelleher,KO/TKO,Win,R3,3:43
1526,John Lineker,10/28/2017,UFC Fight Night: Brunson vs. Machida,Bantamweight,Marlon Vera,Decision - Unanimous,Win,R3,0:00
1527,John Lineker,12/30/2016,UFC 207: Nunes vs. Rousey,Bantamweight,TJ Dillashaw,Decision - Unanimous,Loss,R3,0:00
1528,John Lineker,10/1/2016,UFC Fight Night: Lineker vs. Dodson,Bantamweight,John Dodson,Decision - Split,Win,R5,0:00
1529,John Lineker,7/13/2016,UFC Fight Night: McDonald vs. Lineker,Bantamweight,Michael McDonald,KO/TKO,Win,R1,2:43
1530,John Lineker,5/14/2016,UFC 198: Werdum vs Miocic,Bantamweight,Rob Font,Decision - Unanimous,Win,R3,0:00
1531,John Lineker,9/5/2015,UFC 191: Johnson vs Dodson 2,Bantamweight,Francisco Rivera,Submission,Win,R1,2:08
1532,John Lineker,1/31/2015,UFC 183: Silva vs Diaz,Flyweight,Ian McCall,Decision - Unanimous,Win,R3,0:00
1533,John Lineker,7/16/2014,UFC Fight Night 45: Cerrone vs. Miller,Flyweight,Alptekin Ozkilic,KO/TKO,Win,R3,4:51
1534,John Lineker,2/1/2014,UFC 169: Barao vs. Faber 2,Flyweight,Ali Bagautinov,Decision - Unanimous,Loss,R3,0:00
1535,John Lineker,10/26/2013,UFC Fight Night 30: Machida vs. Munoz,Flyweight,Phil Harris,KO/TKO,Win,R1,2:51
1536,John Lineker,8/3/2013,UFC 163: Aldo vs. Jung,Flyweight,Jose Maria,KO/TKO,Win,R2,1:03
1537,John Lineker,5/18/2013,UFC on FX 8,Flyweight,Azamat Gashimov,KO/TKO,Win,R2,1:07
1538,John Lineker,11/10/2012,UFC on FUEL TV 6,Flyweight,Yasuhiro Urushitani,Decision - Unanimous,Win,R3,0:00
1539,John Lineker,5/5/2012,UFC on Fox 3,Flyweight,Louis Gaudinot,Submission,Loss,R2,4:54
1540,John Makdessi,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Lightweight,Ross Pearson,Decision - Unanimous,Win,R3,0:00
1541,John Makdessi,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Lightweight,Abel Trujillo,Decision - Unanimous,Win,R3,0:00
1542,John Makdessi,12/10/2016,UFC 206: Holloway vs. Pettis,Lightweight,Lando Vannata,KO/TKO,Loss,R1,1:40
1543,John Makdessi,7/7/2016,UFC Fight Night: Dos Anjos vs. Alvarez,Lightweight,Mehdi Baghdad,Decision - Split,Win,R3,0:00
1544,John Makdessi,12/12/2015,UFC 194: Aldo vs McGregor,Lightweight,Yancy Medeiros,Decision - Split,Loss,R3,0:00
1545,John Makdessi,5/23/2015,UFC 187: Johnson vs Cormier,Lightweight,Donald Cerrone,KO/TKO,Loss,R2,4:44
1546,John Makdessi,4/25/2015,UFC 186: Johnson vs Horiguchi,Catch Weight,Shane Campbell,KO/TKO,Win,R1,4:53
1547,John Makdessi,2/1/2014,UFC 169: Barao vs. Faber 2,Lightweight,Alan Patrick,Decision - Unanimous,Loss,R3,0:00
1548,John Makdessi,9/21/2013,UFC 165: Jones vs. Gustafsson,Lightweight,Renee Forte,KO/TKO,Win,R1,2:01
1549,John Makdessi,3/16/2013,UFC 158: St-Pierre vs. Diaz,Lightweight,Daron Cruickshank,Decision - Unanimous,Win,R3,0:00
1550,John Makdessi,11/17/2012,UFC 154: St-Pierre vs. Condit,Lightweight,Sam Stout,Decision - Unanimous,Win,R3,0:00
1551,John Makdessi,4/21/2012,UFC 145: Jones vs. Evans,Lightweight,Anthony Njokuani,Decision - Unanimous,Loss,R3,0:00
1552,John Makdessi,12/10/2011,UFC 140: Jones vs. Machida,Lightweight,Dennis Hallman,Submission,Loss,R1,2:58
